Hip Pitch,Hip Roll,Head Yaw,Head Pitch,Right Shoulder Pitch,Right Shoulder Roll,Right Elbow Yaw,Right Elbow Roll,Right Wrist Yaw,Right Hand,Left Shoulder Pitch,Left Shoulder Roll,Left Elbow Yaw,Left Elbow Roll,Left Wrist Yaw,Left Hand
-0.0358805283904,-0.0142139177769,0.0,-0.0223269313574,1.62802529335,-0.270668298006,0.51580452919,1.47299814224,0.182730466127,0.449629604816,1.64524674416,0.310406893492,-0.62007266283,-1.19593369961,-0.257002651691,0.381828695536
-0.0345378853381,-0.0170850958675,0.0,0.138524085283,1.62935817242,-0.267561584711,0.512334287167,1.45929646492,0.7089599967,0.0414814352989,1.64659762383,0.304531753063,-0.622250676155,-1.18797206879,-0.710969805717,0.0414814352989
-0.0340082831681,-0.0184126663953,0.0,0.132357999682,1.62985825539,-0.266745954752,0.5116751194,1.45758152008,1.10338973999,0.019999999553,1.64752852917,0.302862286568,-0.624504506588,-1.18516981602,-1.18059313297,0.019999999553
-0.0335483886302,-0.0190546810627,0.0,0.131915867329,1.63012397289,-0.266359418631,0.511694848537,1.45637953281,1.05104196072,0.019999999553,1.64799368382,0.302683144808,-0.625551521778,-1.18238544464,-1.55410802364,0.019999999553
-0.0328902751207,-0.0194479953498,0.0,0.131535887718,1.6298456192,-0.266251146793,0.510504603386,1.45468521118,0.748614788055,0.019999999553,1.6485093832,0.30119562149,-0.625969946384,-1.18193340302,-1.79923701286,0.019999999553
-0.0323650687933,-0.0196962207556,0.0,0.131938099861,1.62991094589,-0.266029179096,0.509836673737,1.45443916321,1.17268717289,0.019999999553,1.64958178997,0.300042450428,-0.627731144428,-1.18229269981,-1.72762858868,0.019999999553
-0.0321100614965,-0.0202179923654,0.0,0.131719425321,1.62984848022,-0.265436321497,0.509961724281,1.45500695705,1.64045119286,0.019999999553,1.65018677711,0.300451129675,-0.626388549805,-1.18277227879,-1.82279205322,0.019999999553
-0.0320236571133,-0.0210641939193,0.0,0.130234733224,1.630022645,-0.265013754368,0.510334193707,1.46040046215,1.28415083885,0.019999999553,1.65026593208,0.301240503788,-0.627911627293,-1.18867909908,-1.45227873325,0.019999999553
-0.031644936651,-0.0226864479482,0.0,0.131412640214,1.64474534988,-0.290927141905,0.604103505611,1.79097414017,1.73076713085,0.019999999553,1.64979970455,0.311674177647,-0.635088384151,-1.20454764366,-1.64458239079,0.019999999553
-0.0307969972491,-0.0243081320077,0.0,0.128489583731,1.65364730358,-0.40873080492,0.66398370266,2.05883669853,1.81974124908,0.019999999553,1.64872443676,0.321426689625,-0.637412965298,-1.20468652248,-1.82386910915,0.019999999553
-0.0298024546355,-0.0248355716467,0.0,0.12388458848,1.655564785,-0.430912464857,0.671591579914,2.04397988319,1.82307362556,0.019999999553,1.65285968781,0.333421200514,-0.656399965286,-1.24866700172,-1.82386910915,0.019999999553
-0.0275772046298,-0.0244288686663,0.0,0.109702192247,1.58080613613,-0.750082433224,0.67125338316,2.07455706596,1.82371580601,0.019999999553,1.63374185562,0.63260859251,-0.724579155445,-1.54080998898,-1.82386910915,0.019999999553
-0.0206144880503,-0.0239458847791,0.0,0.0456945933402,1.60309946537,-1.05821096897,0.671188235283,2.083527565,1.47949838638,0.260000020266,1.54946255684,1.02105748653,-0.750528633595,-1.90740585327,-1.51357126236,0.188960030675
-0.0137998629361,-0.0245044529438,0.0,0.0309100430459,1.67072868347,-1.0760859251,0.671175658703,2.08525586128,1.3528226614,0.5,1.53455388546,1.31046891212,-0.755529165268,-2.08566856384,-1.37708806992,0.5
-0.00585329532623,-0.0244927722961,0.0,0.0110684363171,1.60929727554,-1.21643161774,0.671173453331,2.08556389809,1.50681436062,0.5,1.56870222092,1.34454751015,-0.756492674351,-2.08566856384,-0.969361186028,0.5
0.00103961792774,-0.0227619856596,0.0,-0.00535706058145,1.57830822468,-1.20772457123,0.671172857285,2.08564829826,1.56042301655,0.5,1.6177560091,1.3320479393,-0.756678402424,-2.08566856384,-0.398910164833,0.5
0.00589411472902,-0.0202152747661,0.0,-0.0127215338871,1.55937588215,-1.20040690899,0.67117279768,2.08566474915,1.51841592789,0.5,1.64202702045,1.3123857975,-0.756714165211,-2.08566856384,0.17067424953,0.5
0.00872857309878,-0.0173607505858,0.0,-0.0211507994682,1.52954673767,-1.21339571476,0.67117279768,2.08566808701,1.36591720581,0.5,1.6128923893,1.29651486874,-0.75672107935,-2.08566856384,0.653006732464,0.5
0.0115224253386,-0.0149529408664,0.0,-0.0173280443996,1.38158166409,-1.31620514393,0.67117279768,2.08566808701,1.05868721008,0.5,1.69106054306,1.15373313427,-0.756722390652,-2.08566856384,1.10854673386,0.5
0.0133636472747,-0.0120873404667,0.0,-0.00869714468718,1.00353312492,-1.35635387897,0.371108859777,1.86669445038,0.430327475071,0.5,1.69597506523,1.13302874565,-0.756722569466,-2.08566856384,1.57634520531,0.5
0.014144427143,-0.011582926847,0.0,0.00158669415396,0.95722925663,-1.22233486176,0.380743384361,2.08566856384,-0.157788991928,0.5,1.68215143681,1.40725326538,-0.756722569466,-2.08566856384,1.82386910915,0.5
0.0147865209728,-0.0140634123236,0.0,0.0131112905219,1.2435041666,-1.18323516846,0.382599979639,2.08566856384,-0.664537370205,0.5,1.71391534805,1.4364771843,-0.756722569466,-2.08566856384,1.71504509449,0.5
0.0150969708338,-0.0156770460308,0.0,0.0169846061617,1.4778573513,-1.16691434383,0.382957726717,2.08566856384,-1.1284532547,0.5,1.72795379162,1.43274497986,-0.756722569466,-2.08566856384,1.70972812176,0.5
0.0150451995432,-0.0162966717035,0.0,0.0187299679965,1.50254547596,-1.16291022301,0.383021444082,2.08566856384,-1.56464600563,0.5,1.74694287777,1.40000939369,-0.756722569466,-2.08566856384,1.40865945816,0.5
0.0145388450474,-0.0168812759221,0.0,0.0218258406967,1.3075299263,-1.20017230511,0.383038938046,2.08566856384,-1.77245056629,0.5,1.76804590225,1.3637188673,-0.756722569466,-2.08566856384,1.45521521568,0.5
0.014478537254,-0.017296243459,0.0,0.0268980879337,1.20498526096,-1.2662678957,0.383042305708,2.08566856384,-1.41204583645,0.5,1.759147048,1.34041810036,-0.756722569466,-2.08566856384,1.46738255024,0.5
0.0142063936219,-0.0180429294705,0.0,0.0318201780319,1.22886717319,-1.27817511559,0.383042961359,2.08566856384,-1.11029183865,0.5,1.75836408138,1.3208398819,-0.756722569466,-2.08566856384,1.47106432915,0.5
