Hip Pitch,Hip Roll,Head Yaw,Head Pitch,Right Shoulder Pitch,Right Shoulder Roll,Right Elbow Yaw,Right Elbow Roll,Right Wrist Yaw,Right Hand,Left Shoulder Pitch,Left Shoulder Roll,Left Elbow Yaw,Left Elbow Roll,Left Wrist Yaw,Left Hand
-0.0489258952439,-0.0274047665298,0.0,-0.0156710632145,1.54668354988,-0.197920590639,0.423706024885,1.30365586281,-0.124487936497,0.381828695536,1.5202921629,0.238580778241,-0.481031358242,-1.0903455019,-0.0768527984619,0.381828695536
-0.0544189140201,-0.0313141569495,0.0,0.104413360357,1.54123258591,-0.22497048974,0.379614889622,1.32567727566,-0.645661830902,0.019999999553,1.50973939896,0.304694384336,-0.454392999411,-0.906447708607,-0.500687658787,0.019999999553
-0.057294357568,-0.0314357504249,0.0,0.107094228268,1.53875434399,-0.228675290942,0.371668338776,1.32430303097,-1.0523506403,0.18445545435,1.51076614857,0.314492106438,-0.450489640236,-0.882054269314,-1.02270042896,0.019999999553
-0.0589168220758,-0.0305580664426,0.0,0.108977898955,1.53850829601,-0.228583857417,0.373252362013,1.31500804424,-1.23124969006,0.0418443977833,1.51607108116,0.308023810387,-0.45470610261,-0.903452754021,-1.2579523325,0.019999999553
-0.0596121773124,-0.0299748368561,0.0,0.10818438977,1.53930592537,-0.227868288755,0.377072036266,1.32116127014,-1.27769315243,0.18445545435,1.52328491211,0.309618711472,-0.464077562094,-0.92548084259,-1.09754872322,0.019999999553
-0.0591608993709,-0.0296847634017,0.0,0.113668948412,1.44724452496,-0.375705629587,0.556260287762,1.43188071251,-1.279951334,0.0418443977833,1.45365166664,0.403618037701,-0.567272424698,-1.01759064198,-1.5104612112,0.019999999553
-0.0558886788785,-0.0314607955515,0.0,0.101247496903,1.31539714336,-0.701541483402,0.75958609581,1.71989655495,-1.20770430565,0.019999999553,1.34608435631,0.793361961842,-0.575776040554,-1.38496375084,-1.63380491734,0.260000020266
-0.0523563027382,-0.0322529375553,0.0,0.0945352911949,1.1933195591,-1.05361962318,0.814206957817,1.86164593697,-0.907480537891,0.18445545435,1.05490553379,1.16411960125,-0.596074402332,-1.60143470764,-1.54961884022,0.5
-0.0533107072115,-0.0311964452267,0.0,0.103754214942,1.25862121582,-1.13079500198,0.786700963974,1.93464422226,-1.24187791348,0.019999999553,1.03497684002,1.32821702957,-0.572848141193,-1.69079899788,-1.52228081226,0.5
-0.0570376478136,-0.0153037374839,0.0,0.103629216552,1.29892969131,-1.0905264616,0.773034393787,1.94593417645,-1.39661133289,0.019999999553,1.048594594,1.36573278904,-0.535567760468,-1.68261110783,-1.55213153362,0.5
-0.0575753450394,-0.00888491887599,0.0,0.111102543771,1.33318948746,-1.03126728535,0.769083619118,1.96706080437,-1.34090483189,0.019999999553,1.13387441635,1.33751833439,-0.520005702972,-1.70145213604,-1.68285143375,0.259999990463
-0.0561634749174,-0.00533064454794,0.0,0.119292289019,1.4085341692,-0.910657048225,0.744843661785,1.96098327637,-1.14270412922,0.019999999553,1.27831876278,1.21839034557,-0.523535788059,-1.75346243382,-1.78505015373,0.476960003376
-0.0540478527546,0.0318729914725,0.0,0.129842892289,1.49466311932,-0.720740735531,0.661223232746,1.89100933075,-0.809054613113,0.019999999553,1.45951616764,1.04056072235,-0.548198342323,-1.84052217007,-1.81589245796,0.5
-0.0531679689884,0.0428369306028,0.0,0.14281027019,1.56536984444,-0.513697147369,0.606775105,1.90110754967,-0.553082466125,0.019999999553,1.57222592831,0.860925495625,-0.525864303112,-1.7677346468,-1.82270097733,0.5
-0.0529663935304,0.0509510822594,0.0,0.151503041387,1.59878778458,-0.393514603376,0.491950392723,1.79361796379,-0.362979054451,0.019999999553,1.60609090328,0.766202032566,-0.521069705486,-1.61667764187,-1.82364392281,0.331039965153
